@relation MERGED_STAGGERED_test!-weka.filters.unsupervised.attribute.Remove-R69

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute LLE1 numeric
@attribute LLE2 numeric
@attribute LLE3 numeric
@attribute LLE4 numeric
@attribute LLE5 numeric
@attribute LLE6 numeric
@attribute LTSA1 numeric
@attribute LTSA2 numeric
@attribute LTSA3 numeric
@attribute LTSA4 numeric
@attribute LTSA5 numeric
@attribute LTSA6 numeric
@attribute Mod_LLE1 numeric
@attribute Mod_LLE2 numeric
@attribute Mod_LLE3 numeric
@attribute Mod_LLE4 numeric
@attribute Mod_LLE5 numeric
@attribute Mod_LLE6 numeric
@attribute Isomap1 numeric
@attribute Isomap2 numeric
@attribute Isomap3 numeric
@attribute Isomap4 numeric
@attribute Isomap5 numeric
@attribute Isomap6 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute SE1 numeric
@attribute SE2 numeric
@attribute SE3 numeric
@attribute SE4 numeric
@attribute SE5 numeric
@attribute SE6 numeric
@attribute tSNE1 numeric
@attribute tSNE2 numeric
@attribute tSNE3 numeric
@attribute tSNE4 numeric
@attribute tSNE5 numeric
@attribute tSNE6 numeric
@attribute blosum62_val1 numeric
@attribute blosum62_val2 numeric
@attribute blosum62_val3 numeric
@attribute blosum62_val4 numeric
@attribute blosum62_val5 numeric
@attribute blosum62_val6 numeric
@attribute tip_pos numeric
@attribute protrusion numeric
@attribute length numeric
@attribute total_charge numeric
@attribute nr_charged numeric
@attribute Happiness_mean numeric
@attribute Nr_sad numeric
@attribute identity numeric
@attribute similarity numeric
@attribute Hydropathy numeric
@attribute Hydropathy_diff numeric
@attribute Access numeric
@attribute Relacc numeric
@attribute Scacc numeric
@attribute Screlacc numeric
@attribute simlength numeric
@attribute local_CA_nom {>0<1,>1<2,>4<50,>2<3,>3<4}

@data
1,1,0.75,0,0,-0.431004,0.00237,0.537981,-0.432048,-0.216851,0.539552,-0.065449,-0.075869,0.115991,-0.065449,0.981818,-0.090859,-0.433317,-0.106649,0.537426,-0.454384,-0.088698,0.545622,10.615146,-0.781791,-8.659078,-4.008913,11.493714,-8.659078,-3.984785,5.809305,10.377458,-9.040036,2.160266,-5.322208,-0.220721,0.011707,0.46515,-0.220721,-0.326967,0.46515,-345.916992,749.150818,303.131989,-109.242599,512.484741,100.115021,6.140955,5.249185,11.322129,6.140955,1.107564,11.322129,99,7.899658,14,-1,5,0.76,1,0.357,0.181,-3.27,0.51,795.857,529.311,606.766,451.159,0.012929,>2<3
1,0.5,0,0,0,0.52047,0.524459,-0.495653,-0.439788,0.012244,-0.121733,-0.117008,-0.117008,0.985752,-0.030206,0,0,-0.521355,-0.612642,0.319444,0.149099,0.392602,0.272853,0.086993,0.086993,-9.112995,5.842309,-12.916598,16.013297,-4.411696,-4.411696,11.401174,1.219899,-11.911221,8.11354,-0.034506,-0.11347,0.472104,-0.148213,0.603527,-0.440372,496.108124,496.108124,-2718.375,-634.173584,1811.338989,-1613.313477,9.074519,9.074519,9.951123,4.683022,10.04686,0.896219,101,5.503869,6,0,2,0.816,1,0.667,0.676,-2.26,0,210.5,104.801,192.127,112.164,0.112667,>1<2
1,1,1,0.25,0,-0.402346,-0.283672,-0.495197,0.515186,0.445294,0.220735,-0.421031,-0.296731,-0.444753,0.333154,0.212237,0.617124,0.39079,0.281732,0.523757,-0.503081,-0.335723,-0.357475,-5.119057,-9.307558,-10.385031,7.083123,5.112718,12.615805,-10.55431,-7.280199,5.519162,-0.881605,0.771067,12.425885,-0.292166,-0.214308,-0.292166,0.344433,0.239899,0.35718,-34.661842,-188.933212,-107.103256,108.029388,189.886292,35.614441,2.802872,0.799168,0.681341,11.937045,10.334172,8.48836,99,7.742486,14,1,1,0.851,1,0.429,0.402,-0.52,0,670.99,397.121,533.449,368.404,0.028714,>3<4
1,1,1,1,1,0.061182,-0.457475,0.504735,0.060299,-0.591491,0.42275,0.005936,-0.020196,-0.895309,0.005936,-0.439651,0.068194,0.151343,-0.466987,0.446895,0.140597,-0.637215,0.365366,-0.881909,-10.535821,15.434139,-0.881909,-14.079117,10.944618,-3.112856,7.804601,-8.418881,-8.75988,12.019621,0.467395,0.011029,-0.258949,0.478754,-0.095868,-0.321547,0.451406,205.385788,-12.512349,34.614174,116.666756,76.238487,158.317154,8.963001,10.876263,-2.4734,8.963001,10.909831,-0.415137,101,5.955488,21,1,5,0.838,1,0.333,0.138,-0.61,0.27,505.113,301.335,317.961,232.467,0.006571,>4<50
1,1,1,1,0.666667,-0.344935,-0.503209,0.480786,0.509897,-0.322756,0.180217,0.25613,0.55783,-0.399209,-0.461556,0.376762,-0.329957,-0.215433,-0.592189,0.483983,0.473392,-0.33309,0.183336,3.328452,14.13577,-6.840639,-8.723231,11.386612,-13.286963,7.039304,-14.233984,12.088105,-5.164789,-2.904802,3.176165,0.134343,0.134343,0.385511,0.385511,0.134343,0.385511,804.071655,278.2099,445.138123,91.770782,614.521179,-52.274937,1.491374,-2.635592,11.123311,12.868232,2.351371,10.083607,99,11.202035,17,0,4,0.871,1,0.176,0.071,1.82,0.51,787.31,559.005,519.872,380.397,0.004176,>4<50
1,0.75,0,0,0,-0.288673,-0.288675,0.576315,-0.288676,-0.288675,0.578384,0.108881,-0.093868,-0.044445,-0.093868,-0.405124,0.896896,-0.243589,-0.345349,0.574122,-0.327014,-0.233077,0.574907,-0.050756,-6.269284,-9.841769,14.485144,11.518433,-9.841769,2.115078,-4.288222,-11.631068,-4.288222,12.976306,5.116128,0.011707,-0.220721,0.46515,-0.220721,-0.326967,0.46515,-1601.136719,156.398209,1216.298096,-2610.933105,-708.138794,1216.298096,6.523992,12.291944,2.04341,12.291944,9.284708,2.04341,101,5.748143,7,-1,1,0.931,0,0.714,0.643,0.98,0,123.482,73.588,82.827,49.437,0.091857,>1<2
1,1,0,0,0,-0.339352,0.604009,-0.345897,-0.077815,-0.357316,0.516371,0.22165,0.217444,0.022456,0.219521,-0.898643,0.217571,-0.310102,0.623516,-0.295008,-0.163828,-0.369229,0.514651,-1.943195,12.624863,-10.813626,0.607535,-11.405474,10.929897,6.120169,-0.995972,2.27662,-9.795135,-8.516058,10.910377,-0.240608,0.401014,-0.293582,0.086604,-0.396484,0.361918,46.089504,72.054504,54.418736,62.549305,28.082983,37.271664,6.761252,7.496374,9.423042,6.253151,7.118496,7.350672,101,5.412918,14,0,4,0.828,1,0.5,0.474,-1.2,0,782.645,485.828,646.92,510.222,0.033857,>2<3
1,1,0.25,0,0,0.218742,-0.599544,0.1966,0.374269,-0.539953,0.349886,0,0,0,0,0,1,-0.147091,0.560265,-0.131751,-0.414369,0.549468,-0.416523,-1.119966,-13.009934,-2.481558,5.907664,-4.653624,15.357419,6.566434,10.041042,-3.211092,-6.218274,-10.041042,2.862932,-0.045249,0.480616,-0.226118,-0.24205,0.480616,-0.226118,-334.319916,282.316223,595.364319,-21.261578,949.262024,-688.226563,6.593995,12.352685,9.513573,3.554861,12.352685,-1.46649,101,4.615591,14,-4,4,0.887,0,0.5,0.422,-2.32,0,355.058,239.578,277.562,231.953,0.030143,>2<3
1,1,0.75,0,0,-0.289531,0.578213,0.576486,-0.28868,-0.287804,-0.288683,0.192211,-0.643217,-0.643217,-0.312084,0.192211,-0.03545,-0.288502,0.577519,0.577182,-0.288929,-0.288164,-0.289105,-1.722515,-9.310414,-9.310414,8.132134,-1.722515,13.933724,-7.729397,4.179119,-5.043401,9.866385,0.741134,-2.013841,-0.072259,-0.393877,-0.282077,0.379215,0.172654,0.512328,-164.577286,-10.329552,95.616524,-58.593594,-108.378052,39.410629,9.475221,10.415063,10.415063,8.919735,9.475221,2.379968,99,8.1919,13,4,4,0.854,1,0.308,0.159,-0.13,0,296.717,159.572,270.267,182.427,0.012231,>2<3
1,0.5,0,0,0,-0.11233,-0.517696,0.287073,0.450953,-0.516478,0.408477,-0.105266,-0.520059,0.301699,0.44483,-0.520067,0.398864,-0.058805,-0.520721,0.278591,0.439593,-0.540988,0.40233,-5.414168,-10.402934,3.517033,11.790779,-10.402934,10.912224,-3.097268,-11.462227,5.702792,11.092765,-11.462227,9.226164,0.239899,0.344433,-0.214308,-0.292166,0.35718,-0.292166,102.736504,-337.940796,-114.216698,326.465179,579.384827,-590.853516,3.07669,10.083437,-6.939232,-9.22537,10.083437,-8.020005,101,5.341671,10,-2,2,0.864,0,0.7,0.661,1.3,0,174.191,105.803,149.27,115.213,0.0661,>1<2
0.333333,0,0,0,0,0.289288,0.468094,-0.391415,-0.334151,-0.480576,0.44876,0.186593,0.229637,-0.900694,0.101615,0.09765,0.285198,0.173654,0.368623,-0.372582,-0.374637,-0.414148,0.61909,-1.249391,-9.226509,11.699474,1.582442,8.600731,-11.406747,5.62738,-10.298282,3.040774,-5.431931,9.416272,-2.354214,0.174517,0.338739,-0.359974,-0.174517,-0.338739,0.359974,-404.94516,497.074188,745.775024,63.737995,277.075317,-156.257706,8.938241,8.945841,9.639979,4.468853,4.854041,8.30667,99,12.259554,14,1,3,0.896,0,0.929,0.885,-0.3,0,537.324,403.616,309.795,254.079,0.063214,>0<1
1,1,1,0.5,0,-0.293718,0.289212,-0.058015,-0.281,-0.415077,0.758598,-0.180398,-0.034831,0.486104,-0.056306,-0.700478,0.485909,-0.256667,0.225892,0.182127,-0.237506,-0.585335,0.67149,-5.511217,4.611007,-0.088933,-0.86361,-10.938696,12.791449,10.262736,-4.110561,6.426114,-2.949694,-11.55353,1.924934,0.33716,-0.234248,-0.230606,0.070293,0.573088,-0.373387,66.057114,-1118.043335,879.826172,-686.293396,448.02063,-304.341553,7.459237,5.748769,11.118865,6.428859,9.898535,3.762007,99,5.29664,18,-1,1,0.911,0,0.389,0.374,0.88,0,643.041,449.08,421.71,311.93,0.020778,>3<4
1,1,0,0,0,0.038943,0.256024,0.211322,-0.751163,-0.261002,0.505876,0,0,0,0,0,1,-0.073719,0.346575,0.184081,-0.725741,-0.238249,0.507053,0.09314,-8.77018,0.238239,-6.880003,-0.933874,16.252677,-10.315577,-3.058281,5.31468,10.974585,-5.818851,2.903443,0.267828,-0.396634,0.009649,-0.396634,-0.182394,0.637107,-309.360352,25.589417,-217.047638,-56.104492,117.903198,-135.350357,7.545004,10.824104,5.601605,10.675204,6.391807,1.326006,100,5.992043,9,1,1,0.851,1,0.556,0.527,-0.62,0,301.037,212.558,164.171,88.854,0.058556,>2<3
0.333333,0,0,0,0,0.116663,-0.797526,0.303521,-0.229342,0.407235,0.199448,0,0,0,0,0,1,0.561322,-0.544585,0.445334,-0.255925,0.124168,-0.330314,-0.091037,12.653934,2.126166,0.775573,-5.347782,-10.116853,-5.318466,-2.124219,7.83793,1.884256,-8.339027,6.059527,-0.035438,0.403762,-0.24914,0.343121,-0.373441,0.403762,-120.039246,-212.651611,-34.3871,-163.540924,14.71553,-77.89238,9.43975,8.350794,8.760688,10.105844,8.120284,8.709145,101,4.626237,12,-2,4,0.82,1,0.917,0.877,-3.71,0,350.422,233.578,261.531,232.224,0.073083,>0<1
1,0.25,0,0,0,-0.288674,-0.288676,-0.288676,0.576353,-0.288673,0.578346,0.027409,0.027409,0.027409,0.99812,0.027409,0.027409,-0.305861,-0.270673,-0.326083,0.576021,-0.250055,0.576652,-0,0,-0,-14.866069,0,14.866069,3.215789,7.708899,11.895563,-10.974163,-0.871925,-10.974163,-0.208669,-0.208669,-0.305938,0.460896,0.021288,0.460896,2507.532471,1488.460205,-285.433167,-1355.249023,587.154053,-1355.249023,5.80113,7.742152,4.90676,10.159734,3.614197,10.159734,99,4.983942,10,0,2,0.879,1,0.7,0.694,-1.48,0,473.932,273.404,380.859,253.235,0.0694,>1<2
1,1,0.25,0,0,-0.368326,-0.395561,0.535932,0.53414,-0.363407,0.057222,-0.387584,-0.521243,0.443184,0.443189,-0.292915,0.315368,0.294464,0.446993,-0.565717,-0.526544,0.340738,0.010067,0.205635,12.895123,-11.318128,-11.318128,12.604379,-3.068882,-12.034051,-2.700355,-5.571768,6.19171,1.842708,12.271755,0.300475,0.300475,-0.276372,-0.276372,0.300475,-0.276372,100.698776,206.865234,267.661102,46.813854,-14.098252,152.961609,4.630909,6.366566,10.586424,10.586424,6.328404,6.604417,100,6.539591,10,1,1,0.907,0,0.5,0.439,-0.35,0.52,366.806,266.021,253.993,190.237,0.0439,>2<3
1,1,0.5,0,0,-0.288671,-0.288675,-0.288675,0.576351,-0.288678,0.578348,-0.000175,-0.000175,-0.000175,-1,-0.000175,-0.000175,-0.23498,-0.330766,-0.226611,0.573027,-0.354884,0.574215,0,0,-0,15.716234,0,-15.716234,11.142625,-11.148821,-8.174359,0.123151,1.419314,6.638091,-0.036959,-0.250202,-0.16861,0.475695,-0.279541,0.475695,1406.937744,-2067.244873,414.156219,-732.281982,2527.056885,-732.281982,7.203268,10.427394,9.264798,-3.164613,11.639333,-3.164613,101,5.323488,15,1,5,0.85,1,0.333,0.071,-1.64,0.52,716.969,433.202,573.76,418.354,0.004733,>2<3
1,0.25,0,0,0,-0.222606,0.565489,-0.288427,-0.264873,-0.371857,0.582274,-0.136165,-0.288545,-0.142074,-0.155089,-0.183771,0.905644,-0.291452,0.639077,-0.293264,-0.279963,-0.285197,0.510799,2.008081,-11.764477,7.119633,2.03529,12.711927,-12.110455,4.756704,-13.607283,-4.155669,-2.035057,1.462341,13.578965,-0.076695,0.479544,-0.235891,-0.124796,-0.301804,0.492227,9.949706,-190.923431,195.726257,302.293884,-84.380615,101.410881,8.643493,-1.672393,9.100176,6.309971,11.103261,-2.125306,98,5.323355,14,-3,3,0.858,0,0.429,0.31,-0.18,0,479.403,290.549,425.53,329.65,0.022143,>1<2
1,1,1,1,1,-0.235525,-0.202696,-0.29348,0.436646,0.687492,-0.392438,0,0,0,0,0,1,-0.06568,0.255304,0.330742,-0.47594,-0.567011,0.522586,0.624569,0.303968,-10.510531,-1.748459,-5.567679,16.898132,1.143636,5.951221,-7.235968,-3.45537,-11.157467,14.753948,-0.200876,-0.010325,-0.382727,0.318728,0.429656,-0.294238,664.477356,120.183395,59.210609,93.403008,-177.79747,19.092276,7.62487,9.382164,9.903999,9.714828,11.337293,-0.305773,101,4.284338,19,0,4,0.815,2,0.316,0.165,-2.85,0.38,1028.009,566.144,827.241,522.723,0.008684,>4<50
0.666667,0.5,0,0,0,-0.210439,-0.4156,0.549517,-0.057991,-0.416795,0.551309,-0.142721,-0.109481,0.970481,-0.071438,-0.109481,0.093388,-0.516415,-0.222709,0.544254,-0.074207,-0.281272,0.550348,-10.801548,2.235859,-6.630252,5.149977,-5.882609,15.928573,6.146549,1.207521,-4.916714,11.18255,-8.703192,-4.916714,-0.273855,-0.212877,0.43998,0.146078,-0.212877,0.43998,204.925232,-349.427917,-568.387207,393.175659,3.912733,603.859497,2.47589,3.320219,11.568041,9.394715,3.320219,11.568041,98,4.946828,7,0,0,0.945,0,0.714,0.658,2.04,0,312.292,160.446,265.731,163.223,0.094,>0<1
1,0.25,0,0,0,0.260209,0.312025,0.268933,-0.497739,-0.64915,0.305723,0,0,0,0,0,1,-0.218722,-0.257743,-0.328956,0.490785,0.650851,-0.336214,-0.158136,3.232019,-0.158136,-8.446316,-11.96172,17.492288,-6.618171,-6.618171,1.130812,-0.022622,-2.487917,14.61607,-0.226118,-0.24205,-0.045249,0.480616,0.480616,-0.226118,-148.869904,-159.294937,-138.852448,-170.874054,-128.457306,-116.725174,9.895192,9.895192,9.895192,10.03726,9.679563,-0.46447,99,5.601498,10,1,3,0.681,2,0.5,0.373,-3.48,0.71,154.702,84.547,130.462,83.407,0.0373,>1<2
1,0.75,0,0,0,-0.43134,-0.432841,0.536005,0.014398,0.537584,-0.223806,-0.563138,-0.563138,0.415513,-0.142997,0.415513,0,0.455816,0.43277,-0.536661,0.103266,-0.545929,0.090738,-1.373862,3.835159,-7.078058,-1.428111,-9.48041,15.525281,-1.003479,-5.336812,2.799877,-9.330809,-1.533457,14.40468,-0.220721,-0.220721,0.46515,0.011707,0.46515,-0.326967,564.021729,564.021729,1873.554443,-2635.658447,-1536.058716,-561.337097,7.737287,7.737287,12.292658,6.117851,12.292658,-1.431009,98,4.893232,11,-1,3,0.799,1,0.545,0.491,-2.59,0,434.496,308.858,334.016,316.028,0.044636,>1<2
1,0,0,0,0,-0.311419,0.41371,-0.393885,0.390684,-0.507352,0.408261,-0.372246,0.479128,-0.388773,-0.245698,-0.436798,0.479128,-0.230825,0.485608,-0.287149,0.485608,-0.396003,0.485608,-0.883381,16.593605,-2.908001,-10.625484,7.83722,-10.013958,11.640677,-8.527838,8.061107,-2.012898,-7.14815,-2.012898,0.401483,0.074016,0.401483,0.074016,0.401483,0.074016,2072.114258,-445.974304,-2593.227295,718.269043,-1454.596924,718.269043,0.84311,12.596844,-1.482951,12.596844,-3.043718,12.596844,101,5.598889,10,-1,1,0.924,0,0.5,0.339,0.11,0,444.473,265.306,362.09,267.233,0.0339,>1<2
0,0,0,0,0,-0.288674,-0.288676,-0.288675,0.576397,-0.288676,0.578303,0.001907,0.001907,0.001907,0.999991,0.001907,0.001907,-0.285162,-0.288502,-0.289462,0.577059,-0.291562,0.577629,-0,0,-0,-15.716234,0,15.716234,1.590099,-11.750273,-6.934073,4.890011,12.55297,-0.348734,0.011707,-0.220721,-0.220721,0.46515,-0.326967,0.46515,466.335846,-1964.097534,2535.738281,-656.792847,1438.893433,-656.792847,6.160094,9.338705,6.504137,-5.027274,11.160224,-5.027274,101,5.538532,15,-1,1,0.846,1,0.867,0.881,2.34,0,695.826,410.269,598.339,452.591,0.058733,>0<1
0.666667,0,0,0,0,-0.230837,-0.492539,0.365828,0.409981,-0.473894,0.421461,-0.245696,-0.433911,0.48721,0.348165,-0.514136,0.358366,-0.169665,-0.463618,0.52934,0.277328,-0.524944,0.351559,-3.092209,-12.135286,14.836287,4.757821,-14.010373,9.64376,11.758743,-12.404674,7.347714,0.589711,-10.460895,3.1694,0.388082,0.388082,-0.126723,-0.126723,0.388082,-0.126723,995.188293,582.935669,323.906342,713.751404,846.548279,436.786682,-1.754697,-6.309094,10.434157,9.308452,-6.86027,11.137938,99,10.59288,12,1,3,0.778,1,0.667,0.662,0.03,0,608.1,339.758,459.656,273.864,0.055167,>0<1
1,1,0.25,0,0,0.272566,-0.474549,0.272566,0.297852,-0.668795,0.30036,0,0,0,0,0,1,-0.227775,0.470643,-0.302348,-0.273727,0.668978,-0.33577,0.035548,-7.91986,0.035548,2.856334,-11.862516,16.854947,-6.401932,3.196023,-6.401932,-6.401932,1.89882,14.110954,-0.226118,0.480616,-0.045249,-0.24205,0.480616,-0.226118,543.913269,-2675.111816,-588.881165,543.913269,1863.933228,-1570.08313,9.947865,10.181563,9.947865,9.947865,9.631455,0.282913,99,5.537949,12,4,6,0.755,2,0.417,0.192,-4.96,0,419.422,196.138,363.15,199.752,0.016,>2<3
1,1,0,0,0,0.325284,-0.563807,0.169804,0.244216,0.398275,-0.573772,-0.266718,0.302518,-0.174941,-0.318166,-0.3195,0.776808,-0.288916,0.488048,-0.197452,-0.299331,-0.353893,0.651544,10.851279,-13.256059,0.67268,1.71617,13.906837,-13.890907,-8.382884,3.946128,-3.413378,11.985819,-12.314864,8.179179,-0.23271,0.461085,0.019222,-0.189129,-0.320592,0.461085,330.097565,-573.851807,109.62719,-104.166031,579.336731,-324.632416,10.873121,-1.720118,7.187542,9.836168,11.659455,-1.099768,98,7.46316,7,0,2,0.843,1,0.714,0.707,-1.18,0,371.153,181.355,328.148,180.735,0.101,>2<3
1,0,0,0,0,-0.204168,0.193571,-0.47765,0.481838,-0.476644,0.483053,0.355005,0.467723,0.298743,0.488217,0.298743,0.488217,-0.145711,0.196451,-0.506817,0.468221,-0.487739,0.475595,2.560456,-3.974649,11.069812,-10.362715,11.069812,-10.362715,12.105192,8.177577,-5.212611,-11.443713,-5.212611,1.586167,0.330148,0.240144,0.330148,0.240144,0.330148,0.240144,-1193.342773,1103.147827,2196.805908,-45.069542,-2286.820068,-45.069542,3.792981,-3.878253,11.255597,-7.867029,11.255597,-7.867029,99,5.563497,9,-2,2,0.878,0,0.556,0.519,-1.5,0,208.712,119.433,180.53,127.065,0.057667,>1<2
1,1,0.5,0,0,-0.433624,-0.435557,0.535661,-0.223435,0.533728,0.023227,0.599432,0.599432,-0.373504,-0.040986,-0.373504,0.025927,-0.205064,-0.205064,0.66106,-0.016378,0.66106,0.204031,-5.838694,-5.838694,-3.758045,6.476867,-3.758045,12.716611,-8.149094,-8.149094,-1.258614,1.742635,3.606226,12.207942,-0.044032,0.140567,-0.20805,0.489643,-0.445611,0.409062,1909.339355,-1520.35144,-358.364685,-2627.175781,-358.364685,803.304565,9.529445,9.529445,4.033779,9.662485,4.033779,6.129973,99,7.947182,12,1,3,0.753,3,0.583,0.549,-0.83,0,545.844,338.232,427.334,331.128,0.04575,>2<3
1,1,1,0,0,0.008551,-0.487697,0.544558,-0.04975,-0.488942,0.473281,-0.221642,-0.047826,0.94489,-0.147022,-0.047826,0.178515,0.350991,-0.580825,0.440225,0.116975,-0.536766,0.2094,-2.125123,-9.98849,14.002329,-2.539526,-9.98849,10.6393,-5.658828,0.730042,-14.150948,10.021424,0.730042,8.328268,-0.16861,-0.250202,0.475695,-0.036959,-0.279541,0.475695,161.372986,-5.136495,333.082458,527.195801,-176.843307,-370.948334,6.046081,12.852837,-3.347195,5.867607,12.852837,-1.796426,101,5.900226,13,-2,4,0.843,0,0.538,0.457,-2.65,0,690.787,457.647,565.409,457.466,0.035154,>3<4
1,1,0.25,0,0,-0.288674,-0.288676,-0.288674,0.576353,-0.288676,0.578346,0.000618,0.000618,0.000618,0.999999,0.000618,0.000618,-0.301506,-0.275932,-0.266426,0.57658,-0.310097,0.57738,-0.95085,9.235335,-1.55898,-10.269293,13.81308,-10.269293,2.756948,11.814138,-10.927424,-6.276277,8.908891,-6.276277,-0.220721,-0.220721,0.011707,0.46515,-0.326967,0.46515,-1722.96875,-831.741394,31.148544,1089.152588,-2730.710449,1089.152588,4.206713,5.74675,2.839971,11.602919,1.724058,11.602919,101,5.139374,12,-1,3,0.884,1,0.583,0.521,-2.22,0,650.689,317.866,592.589,345.521,0.043417,>2<3
0,0,0,0,0,-0.318199,-0.325354,0.518809,-0.18141,-0.318069,0.624223,-0.135484,0.799384,0.222496,-0.155736,-0.396463,-0.334197,-0.18351,-0.154606,0.509264,-0.263607,-0.505725,0.598184,-1.452605,-12.506471,11.631577,-0.845516,-9.590869,12.763884,7.276843,-12.045765,-3.478103,9.602273,4.73048,-6.085729,-0.24205,-0.226118,0.480616,-0.045249,-0.226118,0.480616,-582.672607,-262.016663,-116.062469,34.452217,-412.529938,204.606659,7.791864,8.524287,-1.398266,5.920558,11.706967,-1.528337,99,6.424457,24,0,6,0.787,2,0.917,0.912,-1.62,0,1217.074,849.275,864.208,744.053,0.038,>0<1
0.666667,0,0,0,0,-0.107382,-0.155083,-0.372813,0.581479,-0.465982,0.51978,-0.144315,-0.163483,-0.170864,0.910059,-0.184128,-0.24727,-0.298896,-0.261519,-0.29769,0.663285,-0.286469,0.481288,-0.824364,-1.495267,-9.709753,13.450853,-11.860949,10.43948,-10.642871,-1.116108,10.489128,-8.598494,2.687992,7.180353,0.011029,-0.095868,-0.258949,0.478754,-0.321547,0.451406,-283.347076,-63.963352,86.769165,-203.386993,6.807151,-132.615005,7.300398,6.471493,11.144615,-2.174555,11.917923,-1.497562,99,5.103151,10,-1,3,0.878,0,0.6,0.466,-2.93,0,633.976,330.556,514.234,333.614,0.0466,>0<1
1,1,1,0.25,0,-0.287919,0.529384,-0.2882,-0.287858,-0.288201,0.622795,-0.333237,0.182947,-0.26134,-0.244947,-0.177497,0.834075,-0.31624,0.529841,-0.290106,-0.280675,-0.264429,0.621609,-1.688327,11.921629,-10.914857,-1.874248,-11.028727,13.584531,11.200226,6.032225,1.913635,-1.332206,-5.843604,-11.970276,-0.226118,0.480616,-0.24205,-0.045249,-0.226118,0.480616,53.47707,-294.077728,-1057.675781,-652.491943,411.875214,817.000122,7.203769,3.851473,10.830547,6.512623,10.103148,3.943979,99,8.961478,12,-1,1,0.886,0,0.417,0.26,1.38,0.71,573.644,364.956,448.242,294.479,0.021667,>3<4
1,1,1,1,0,-0.32998,0.574663,-0.32829,-0.193436,0.572864,-0.295821,0,0,0,0,0,1,-0.308363,0.572543,-0.308363,-0.17591,0.572028,-0.351936,-0.800051,-9.572403,-0.800051,3.45035,-5.713569,13.435723,-7.318545,-1.764584,-3.870518,10.098234,-5.212611,8.068025,-0.24205,0.480616,-0.045249,-0.226118,0.480616,-0.226118,130.837357,673.452454,-658.799927,385.537323,-370.858337,-116.15535,6.496175,12.702975,6.496175,6.455335,12.702975,-0.431128,99,7.868357,14,-1,5,0.779,2,0.429,0.269,-3.34,0,700.901,406.973,559.669,406.889,0.019214,>4<50
1,0.75,0,0,0,0.039491,0.502438,-0.391791,-0.323716,-0.399339,0.572916,-0.17209,-0.153401,-0.191574,-0.184525,-0.21045,0.912039,-0.213801,0.431534,-0.2859,-0.305452,-0.324674,0.698294,0.005283,9.910125,-10.972779,-1.771082,-11.095052,13.923505,-1.950511,1.200201,7.050526,-4.498323,11.616898,-13.418792,0.086604,0.361918,-0.293582,-0.240608,-0.396484,0.401014,-257.25293,75.858315,-36.300892,-384.041962,202.647507,-145.093262,7.873166,8.78619,10.044231,6.052998,10.399891,2.861933,99,6.598903,13,0,2,0.909,0,0.538,0.402,-0.1,0,518.866,381.134,363.204,278.253,0.030923,>1<2
1,0.5,0,0,0,0.513863,0.083858,0.076704,-0.550643,-0.515851,0.392069,0.42823,-0.217806,0.581709,0.464109,0.464109,0,0.271139,0.305461,-0.268772,-0.472296,-0.429797,0.594264,2.884408,1.3749,-3.296392,-8.157639,-8.87406,16.068783,-6.376138,5.944762,-3.765777,-1.894444,-8.915196,15.006792,0.308889,0.308889,-0.213102,-0.213102,-0.308889,0.447731,2759.279541,-1860.204346,632.64209,-520.120544,-520.120544,1631.485107,6.722292,8.378798,10.239353,12.643221,12.643221,-1.318468,101,4.86834,11,-1,3,0.91,0,0.545,0.371,-0.17,0,374.557,239.577,300.203,213.865,0.033727,>1<2
1,1,1,0.25,0,-0.476218,0.488756,-0.546406,0.352758,-0.127317,0.308427,-0.154231,-0.396494,-0.121502,-0.334291,0.198338,0.80818,0.46931,-0.258805,0.518697,-0.099102,0.028014,-0.658115,-4.092105,-6.70141,-0.770028,-9.715811,10.850577,10.428778,8.870587,6.039376,-8.781459,-1.48527,-6.679219,2.035985,-0.22823,-0.080506,-0.080506,-0.22823,0.487726,0.487726,-550.000916,37.850971,199.934464,-105.513756,-244.557098,-387.923157,8.347926,3.960524,9.453167,5.017227,9.838023,5.343786,101,4.18412,14,3,3,0.805,2,0.357,0.169,-0.99,0.59,484.117,318.577,371.984,316.25,0.012071,>3<4
1,1,1,0.25,0,-0.21761,-0.195515,-0.054398,0.624521,0.426036,-0.583033,0,0,0,0,0,1,0.133811,0.09275,0.168632,-0.561543,-0.471752,0.638103,0.140897,5.803459,-7.85365,-13.124457,-0.738243,15.771993,-7.22249,-10.3646,0.943086,12.188392,-3.265707,7.721319,-0.09626,-0.063198,-0.350211,0.601383,0.389006,-0.327572,104.555153,-441.79776,-219.280945,-117.963676,-323.737183,-13.516983,7.264791,5.382567,10.673107,10.045895,10.704118,0.432873,99,8.607551,16,-3,5,0.884,0,0.312,0.237,-1.7,0.52,650.568,471.271,609.048,616.192,0.014812,>3<4
