@relation 'new_2-weka.filters.unsupervised.attribute.Remove-R50,54-58,60-62,82,84-85-weka.filters.unsupervised.attribute.NumericToNominal-R53-weka.filters.unsupervised.attribute.Remove-R73-weka.filters.unsupervised.attribute.Remove-R61-62-weka.filters.unsupervised.attribute.Remove-R67-70-weka.filters.unsupervised.attribute.Remove-R57-weka.filters.unsupervised.attribute.Remove-R1'

@attribute LLE1 numeric
@attribute LLE2 numeric
@attribute LLE3 numeric
@attribute LLE4 numeric
@attribute LLE5 numeric
@attribute LLE6 numeric
@attribute LTSA1 numeric
@attribute LTSA2 numeric
@attribute LTSA3 numeric
@attribute LTSA4 numeric
@attribute LTSA5 numeric
@attribute LTSA6 numeric
@attribute Mod_LLE1 numeric
@attribute Mod_LLE2 numeric
@attribute Mod_LLE3 numeric
@attribute Mod_LLE4 numeric
@attribute Mod_LLE5 numeric
@attribute Mod_LLE6 numeric
@attribute Isomap1 numeric
@attribute Isomap2 numeric
@attribute Isomap3 numeric
@attribute Isomap4 numeric
@attribute Isomap5 numeric
@attribute Isomap6 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute SE1 numeric
@attribute SE2 numeric
@attribute SE3 numeric
@attribute SE4 numeric
@attribute SE5 numeric
@attribute SE6 numeric
@attribute tSNE1 numeric
@attribute tSNE2 numeric
@attribute tSNE3 numeric
@attribute tSNE4 numeric
@attribute tSNE5 numeric
@attribute tSNE6 numeric
@attribute blosum62_val1 numeric
@attribute blosum62_val2 numeric
@attribute blosum62_val3 numeric
@attribute blosum62_val4 numeric
@attribute blosum62_val5 numeric
@attribute blosum62_val6 numeric
@attribute tip_pos numeric
@attribute tip_res {S,D,R,W,F,P,G,Y,H,V,E,I,L,N,A,C,T,Q,K,M}
@attribute protrusion numeric
@attribute local_CA_nom {1,2,3,4,5}
@attribute length numeric
@attribute total_charge numeric
@attribute nr_charged numeric
@attribute Nr_sad numeric
@attribute identity numeric
@attribute similarity numeric
@attribute Hydropathy numeric
@attribute Hydropathy_diff numeric
@attribute Access numeric
@attribute Relacc numeric
@attribute Scacc numeric
@attribute Screlacc numeric
@attribute simlength numeric

@data
-0.301834,-0.562685,0.481224,-0.317818,0.433974,0.267139,0,0,0,0,0,1,-0.217136,-0.562505,0.622403,-0.219947,0.443095,-0.065911,-1.488894,-9.952738,3.008861,-10.839303,4.780135,14.49194,5.62796,-1.521585,11.133869,-4.553876,3.283161,-13.96953,-0.138982,-0.334149,0.374319,-0.215596,0.405701,0.251352,48.372066,-315.443542,165.725586,-182.79039,-65.439438,298.383575,8.638019,9.159058,10.043534,10.159656,4.428408,0.402744,98,Y,6.528661,1,7,2,2,1,0.714,0.65,-2.61,0,289.985,147.787,257.582,152.824,0.092857
-0.409152,-0.005333,0.396532,-0.407087,-0.245345,0.670384,0,0,0,0,-1,0,0.584627,-0.214984,-0.146712,0.529553,-0.260213,-0.492271,-0.604234,-6.796772,7.169448,-0.604234,-14.4062,15.241993,-0.25426,-7.116113,9.918113,-0.25426,-11.894121,9.60064,-0.034506,0.472104,-0.148213,-0.11347,0.603527,-0.440372,-414.85614,-694.744751,72.834389,600.335144,-167.264404,320.431274,9.023332,9.965159,4.914765,9.023332,9.95328,1.85251,99,R,9.132463,2,13,2,4,2,0.385,0.185,-4.31,0.71,585.174,293.543,524.237,321.164,0.014231
0.158851,0.325603,0.258463,0.393842,-0.54936,-0.587399,-0.062354,-0.207279,-0.429764,-0.207279,0.688888,0.500918,0.341479,-0.47749,0.342243,-0.477245,-0.234479,0.505492,1.627495,-2.981746,13.20588,14.178619,-12.73052,-13.299728,2.080408,-0.183216,-6.672892,9.852754,-13.263298,8.186243,0.011707,-0.220721,-0.326967,-0.220721,0.46515,0.46515,-137.411682,-161.533722,-214.517166,-112.547348,-84.458694,-186.396057,6.482113,12.320746,9.467886,12.320746,1.697953,1.167134,98,F,6.914334,1,7,-1,1,0,0.714,0.619,0.79,0,198.57,137.421,125.414,82.98,0.088429
-0.314192,-0.257454,-0.290339,0.642712,-0.286334,0.505607,0.012276,-0.027688,0.012276,-0.981282,-0.08904,0.167602,-0.367073,-0.219207,-0.320975,0.687655,-0.219744,0.439345,0.595268,-7.299583,-6.846127,15.245941,-14.944487,13.248987,-1.611665,-8.107203,4.987998,4.909872,-13.600363,13.421362,-0.22985,-0.132704,-0.132704,0.495259,-0.22985,0.495259,-721.596985,425.968231,-721.596985,1419.947998,-2057.098389,2541.704834,4.558883,6.977322,4.558883,15.830242,1.870185,9.693376,101,D,5.067289,1,10,2,4,3,0.6,0.467,-4.77,0,209.004,93.642,203.809,108.19,0.0467
0.467802,-0.392495,0.063415,-0.380753,0.594738,-0.352707,0.434237,-0.438631,-0.233792,-0.355252,0.558546,-0.355252,0.31953,-0.564611,0.196378,-0.322264,0.614371,-0.243404,12.334391,-14.096385,-0.542478,-15.192253,16.250939,1.245785,-8.905024,14.308611,-2.090245,6.138209,-15.589761,6.138209,0.43998,-0.273855,0.146078,-0.212877,0.43998,-0.212877,2616.594727,-1888.813965,543.707703,-580.619568,1517.488647,-580.619568,1.119728,15.933772,4.87903,11.755534,-2.591293,11.755534,100,F,5.705133,2,12,-2,2,0,0.417,0.352,0.16,0,569.434,412.347,295.997,275.774,0.029333
-0.270519,0.587511,-0.240052,-0.328903,0.56422,-0.312257,0,0,0,0,0,1,0.314633,-0.572066,0.382152,0.209764,-0.572066,0.237583,-0.450749,-7.626319,-0.191962,-0.6131,-7.626319,16.508449,-10.223851,2.535987,-3.271829,-6.373127,2.535987,14.796834,0.300729,-0.289327,-0.080698,0.099611,-0.429032,0.537818,239.68544,785.115784,-264.576416,-8.572629,-553.97821,495.698364,6.920924,12.55774,9.165001,6.369028,12.55774,-1.700659,98,G,5.616141,1,8,-2,2,0,0.75,0.651,-0.3,0,270.571,202.349,164.899,124.449,0.081375
-0.085125,-0.445525,-0.106282,0.523766,-0.444531,0.557697,-0.386,0.001155,-0.582497,0.6913,0.001155,0.183857,0.263215,-0.576881,0.275601,0.314527,-0.576881,0.300419,-1.914164,-11.020114,-3.015471,13.052179,-11.020114,13.917684,-11.601651,10.995571,1.793757,-2.328887,-6.662238,7.803448,-0.036959,-0.250202,-0.16861,0.475695,-0.279541,0.475695,776.295715,-1136.29895,1663.627319,-82.898621,-1136.29895,2666.523193,6.207695,12.641945,8.890893,-1.823108,12.641945,-2.149778,98,E,5.492033,1,10,-1,3,0,0.7,0.633,-1.12,0,295.045,162.079,270.841,184.813,0.0633
-0.289532,0.578213,-0.287805,-0.288681,0.576486,-0.288681,0.019811,-0.136656,0.019811,-0.351911,-0.136656,0.915437,0.289166,-0.577519,0.288829,0.288341,-0.577181,0.288364,-1.889432,-11.653878,-1.889432,14.04324,-11.653878,13.04338,-0.124307,10.831174,-0.124307,7.784701,-10.831174,-7.536086,-0.16861,-0.250202,-0.036959,0.475695,-0.279541,0.475695,-1329.935303,-149.708038,-2454.244141,1030.806274,-149.708038,2155.461426,7.577984,12.399376,7.577984,-1.650886,12.399376,-1.801607,101,D,5.099003,2,11,-1,3,1,0.455,0.356,-1.81,0,168.69,89.164,138.143,84.118,0.032364
0.257481,-0.577997,0.319163,0.284754,-0.575587,0.292186,-0.327791,0.680267,-0.327791,-0.327791,-0.327791,-0.327791,-0.277881,0.577321,-0.30018,-0.294813,0.577186,-0.281634,-0.705228,-7.337091,4.712867,-1.228778,-7.337091,11.895321,-1.364777,8.033596,-4.3663,0.383369,8.033596,-10.719485,-0.220721,0.46515,-0.220721,0.011707,0.46515,-0.326967,-158.392456,256.021729,104.911148,-28.761799,-292.070251,-443.175934,10.084017,4.102971,8.698014,9.345951,4.102971,8.210785,98,R,6.507905,2,13,3,5,0,0.308,0.205,-5.37,0.15,747.581,398.411,603.646,362.767,0.015769
-0.31828,0.645363,-0.329304,-0.252894,-0.244777,0.499892,-0.055602,-0.572647,-0.077804,-0.054584,-0.050185,0.810822,-0.295199,0.650868,-0.30061,-0.276607,-0.275107,0.496655,-11.660972,16.618519,-14.147578,-1.727783,-1.459457,12.37727,11.729731,-11.354478,5.15458,7.167395,0.199765,-12.896993,-0.235891,0.479544,-0.301804,-0.124796,-0.076695,0.492227,-797.106812,-323.138916,136.489777,-1332.862671,1146.332642,610.481873,1.188677,16.962256,-2.491938,0.988094,1.018187,10.854407,99,G,10.43811,2,11,-1,1,0,0.545,0.352,1.4,0,564.566,402.554,417.628,336.163,0.032
0.283412,-0.440097,0.13006,-0.675083,0.410615,0.291094,-0.193304,-0.183387,-0.174905,0.912746,-0.187349,-0.173801,0.24831,-0.438659,0.261147,-0.694922,0.316634,0.30749,-6.804238,8.256344,-2.061653,14.320579,-12.017774,-1.693258,-6.098656,2.09022,9.937707,8.181654,-11.398043,-2.712882,-0.124796,0.479544,-0.076695,0.492227,-0.301804,-0.235891,-53.370941,-137.746445,24.670979,-92.988792,-14.950838,69.471001,7.919638,8.774482,4.384933,2.253802,11.119565,6.250866,99,G,7.011241,2,9,0,2,0,0.444,0.291,-1.13,0.24,385.38,264.558,303.144,237.59,0.032333
-0.43569,0.529929,-0.43379,0.044994,0.531836,-0.237279,0,0,0,0,0,1,0.120754,0.486723,0.120754,0.50135,0.486723,0.495667,-12.195672,-1.799014,7.583981,0.94128,14.743063,-9.273639,-4.725575,3.434739,-4.725575,-11.263863,3.434739,13.845536,-0.220721,0.46515,-0.220721,0.011707,0.46515,-0.326967,113.06205,103.843544,122.885002,133.260529,94.211693,83.490501,7.754214,12.000521,7.754214,9.311538,12.000521,0.106962,101,D,6.305771,1,16,-1,5,3,0.812,0.747,-3.99,0,498.673,268.58,393.315,258.985,0.046687
-0.080514,0.531837,-0.092472,-0.450557,-0.451595,0.543301,0.116713,0.978765,0.148905,0.053286,0.053286,0.023354,0.251006,0.326376,0.263329,-0.576191,-0.576191,0.311671,-2.170422,14.203286,-2.749173,-11.354397,-11.354397,13.425103,11.817706,-2.338142,-12.313367,-6.422236,6.573444,2.682595,-0.095868,0.478754,0.011029,-0.258949,-0.321547,0.451406,924.596497,2997.138184,1898.233765,-199.16452,-199.16452,-1506.687622,6.392318,-0.497,9.127331,12.565816,12.565816,-1.7839,99,H,5.145092,1,9,-2,4,0,0.556,0.544,-1.25,0,306.126,189.265,276.192,216.363,0.060444
-0.288673,-0.288675,0.576315,-0.288676,-0.288675,0.578384,0.108881,-0.093868,-0.044445,-0.093868,-0.405124,0.896896,-0.243589,-0.345349,0.574122,-0.327014,-0.233077,0.574907,-0.050756,-6.269284,-9.841769,14.485144,11.518433,-9.841769,-7.405411,-1.466004,11.631068,-10.042447,-4.348273,11.631068,0.011707,-0.220721,0.46515,-0.220721,-0.326967,0.46515,-1601.136719,156.398209,1216.298096,-2610.933105,-708.138794,1216.298096,6.523992,12.291944,2.04341,12.291944,9.284708,2.04341,99,A,5.81401,1,8,-1,1,0,0.625,0.569,0.79,0,112.317,53.692,109.068,61.852,0.071125
-0.487843,-0.48588,0.498685,0.496722,-0.133874,0.11219,0.483888,0.483888,-0.515609,-0.515609,0,0,-0.07014,-0.07014,0.641857,0.641857,0.184873,0.363347,2.609184,-8.426391,-2.250267,6.431798,-13.29479,14.930465,8.437523,4.786039,-3.54844,4.852313,-1.075863,-13.451571,-0.158114,-0.316228,0.158114,0.316228,-0.474342,0.474342,236.774765,103.075714,-381.854034,-129.895111,-248.154755,-15.182439,9.826042,9.826042,5.141597,5.141597,9.096103,0.875954,101,D,4.583902,2,12,0,2,1,0.417,0.246,-1.23,0,140.655,88.923,106.826,77.723,0.0205
-0.444337,0.561573,-0.303451,0.564262,-0.137715,-0.240333,0,0,0,0,0,1,-0.315278,0.519797,-0.071385,0.579122,-0.221447,-0.490809,3.307002,2.417683,-1.053513,-9.817929,-10.149251,15.296008,-2.120188,-8.87316,0.656535,-8.87316,4.92791,14.282063,0.33716,-0.234248,0.070293,-0.373387,-0.230606,0.573088,-36.206947,134.732269,327.971985,-372.915619,-201.97258,-566.163452,6.58006,12.137314,6.326957,12.137314,9.828492,0.479733,101,D,5.096795,2,10,0,2,1,0.6,0.517,-0.66,0,144.389,81.031,117.003,67.847,0.0517
-0.056612,0.433668,0.198496,-0.522521,-0.523955,0.470924,0.277796,0.294362,0.286248,-0.577289,-0.577289,0.296172,-0.079513,0.44426,0.145941,-0.507343,-0.5104,0.507056,-4.458443,10.523408,-0.720892,-8.927683,-8.927683,12.511293,-0.874658,-10.918292,9.894033,6.279914,6.279914,-10.660911,-0.174517,0.338739,0.174517,-0.338739,-0.359974,0.359974,-2459.783691,286.176178,-1457.768555,1337.963135,1337.963135,-571.709473,6.083554,-1.62472,3.291844,12.960977,12.960977,-2.117788,98,A,5.394676,1,7,-2,2,0,0.429,0.229,0.51,0.71,225.323,156.375,159.813,148.946,0.032714
0.32348,-0.026565,-0.540253,0.415905,0.369192,-0.541759,-0.165849,0.092831,0.512639,-0.370701,-0.564216,0.495297,-0.163641,0.059362,0.529684,-0.413547,-0.51487,0.503012,0.875012,-2.809702,-10.360008,10.498541,12.156165,-10.360008,-10.899542,5.686109,-5.302934,-2.209707,12.727018,-0.000943,0.174517,-0.174517,-0.338739,0.338739,0.359974,-0.359974,-99.141136,-67.320892,-57.101315,-45.602676,-77.276741,-87.501793,4.430641,9.869134,11.577916,1.113143,1.995476,11.577916,101,D,5.136305,2,10,0,2,0,0.5,0.37,0.39,0,249.241,149.88,215.922,161.153,0.037
-0.288674,-0.288676,-0.288676,0.576232,-0.288674,0.578467,0.001705,0.001705,0.001705,-0.999993,0.001705,0.001705,-0.258352,-0.259061,-0.311229,0.575828,-0.324005,0.57682,-1.259814,11.634729,12.229503,-10.405039,-1.794339,-10.405039,11.524757,-12.371238,-2.347116,1.130912,7.598438,-5.535754,-0.045249,-0.226118,-0.24205,0.480616,-0.226118,0.480616,-1961.247559,553.539612,2696.106201,-608.499939,1559.939087,-608.499939,2.698592,5.869359,1.988809,12.389748,6.244893,12.389748,99,E,11.620672,3,16,1,5,0,0.312,0.129,-0.18,0.03,507.101,330.653,393.097,335.471,0.008063
-0.278509,-0.319828,0.497774,0.516486,0.123029,-0.538953,0,0,0,0,1,0,0.21107,0.24035,-0.568115,-0.569296,0.254852,0.431138,-0.607246,-5.309696,-2.130428,7.37005,11.751466,-11.074147,5.102357,-8.829369,-0.358824,8.343641,-7.177711,2.919905,-0.141092,-0.308447,0.308447,0.308447,0.423276,-0.308447,123.820595,-576.253052,-95.160889,349.638275,604.914001,-320.978394,5.593328,5.227502,9.59156,9.59156,9.062953,3.310285,99,Q,5.578585,1,24,3,5,3,0.958,0.931,-2.42,0,1443.715,840.675,1091.911,740.879,0.038792
-0.131091,-0.419868,0.509423,-0.130473,-0.421538,0.593547,-0.135294,0.15784,-0.437733,-0.135294,-0.13492,0.853618,0.267515,-0.574651,0.304853,0.264485,-0.578845,0.316643,-0.391818,-12.576713,11.395961,-0.391818,-12.763492,14.72788,-9.080719,2.326727,12.122782,4.773103,-1.899125,-8.242768,-0.076695,-0.235891,0.492227,-0.124796,-0.301804,0.479544,-916.169373,-1335.167603,-545.284424,604.440002,-185.612518,185.297501,9.205935,9.930948,1.073176,9.205935,9.938417,1.147666,101,D,4.639385,1,4,-1,1,0,0.75,0.667,-0.28,0,125.957,73.253,95.959,62.048,0.16675
-0.152635,0.299498,0.760185,-0.328217,-0.419557,-0.159274,0,0,0,0,0,1,-0.471042,0.130619,0.524844,-0.621466,0.262523,0.174523,-0.009562,-0.464218,-6.171256,-0.172121,-8.978977,15.796134,-9.599933,-3.233232,-6.848516,1.04404,11.173666,7.463975,-0.179737,0.179737,0.507891,-0.507891,-0,0,-415.731476,86.885399,-154.501938,-277.318909,-35.663902,225.44989,5.573935,6.492961,10.640526,7.320761,10.920036,1.90434,101,P,5.733179,1,7,1,1,1,0.714,0.756,-0.67,0,232.938,119.19,197.506,110.055,0.108
-0.434646,0.259702,0.475185,-0.579643,0.406926,-0.127525,0,0,0,0,0,1,0.304817,-0.124998,-0.07971,0.733319,-0.421685,-0.411744,1.085214,-0.874239,-11.130502,6.59461,-7.273134,11.598051,5.647862,-9.237646,-2.806066,-7.215867,1.01685,12.594867,-0.234248,0.070293,0.33716,-0.373387,0.573088,-0.230606,25.691746,-20.12825,12.931452,-32.778667,1.845467,-8.926786,7.83985,6.299691,10.157297,8.138046,10.865274,-0.091365,99,T,7.947904,2,16,-1,3,1,0.312,0.167,1.48,0.47,786.874,521.566,589.421,454.665,0.010438
-0.288673,0.576315,-0.288675,-0.288676,-0.288675,0.578384,0.069037,0.29526,-0.127235,-0.127235,-0.428549,0.83188,-0.243589,0.574122,-0.345349,-0.327014,-0.233077,0.574907,-0.050756,-9.841769,-6.269284,14.485144,11.518433,-9.841769,-2.166667,-5.876842,-0.006478,-10.042447,6.461366,11.631068,0.011707,0.46515,-0.220721,-0.220721,-0.326967,0.46515,-2611.113037,-545.304565,575.439636,575.439636,1879.954956,-1515.799194,6.523992,2.04341,12.291944,12.291944,9.284708,2.04341,101,D,5.375419,1,7,-1,1,0,0.714,0.6,0.27,0,204.955,143.758,135.18,80.775,0.085714
0.326356,0.401065,0.016198,-0.549276,0.356584,-0.550927,0.018582,0.618697,-0.17474,-0.449652,0.431772,-0.444658,-0.243692,-0.496309,0.005444,0.553767,-0.340455,0.521244,0.557168,12.529164,-2.856784,-10.752427,11.275307,-10.752427,-3.386301,-12.514514,-5.755252,4.252856,6.635415,10.767796,-0.174517,-0.338739,0.174517,0.338739,-0.359974,0.359974,-1845.011841,2922.765869,1761.201172,-459.69104,730.518494,-459.69104,5.800299,6.478808,10.336059,10.152267,4.686084,10.152267,101,D,5.717352,1,10,-1,3,0,0.7,0.603,-1.11,0,216.054,120.241,191.89,127.668,0.0603
0.26177,-0.463525,0.130885,0.20536,-0.636575,0.502085,0,0,0,0,0,1,0.160706,-0.466066,0.068829,0.239957,-0.591049,0.587623,0.758434,-1.699235,-0.205616,-9.501457,-6.127815,16.77569,10.139146,-2.702059,1.048008,-11.524591,-6.249589,9.289086,-0.153137,0.318558,-0.111132,-0.371033,0.492319,-0.371033,337.394043,364.213745,307.130829,417.022797,390.231171,447.321472,7.68458,10.456562,6.144538,9.564464,11.589093,-1.184708,97,P,5.179585,2,16,3,5,0,0.375,0.295,-5.06,0.59,1023.129,538.384,866.68,505.894,0.018437
-0.406107,0.133917,-0.404678,0.513855,0.515122,-0.352109,0,0,0,0,0,1,0.310662,-0.209977,0.307602,-0.488203,-0.471532,0.551448,3.003914,-2.596283,0.256994,-8.082898,-8.832362,16.250636,-3.329854,8.914573,-3.329854,6.247094,6.247094,-14.749051,0.308447,-0.141092,0.308447,-0.308447,-0.308447,0.423276,2944.457764,1845.210205,-1564.996216,-254.875565,-254.875565,870.576904,7.740955,10.802126,7.740955,12.229023,12.229023,-1.28391,99,R,5.309833,1,8,1,5,2,0.875,0.911,-5.09,0,244.252,126.351,204.534,123.021,0.113875
-0.321628,0.529543,0.223319,-0.35111,-0.508986,0.428862,-0.237624,0.356847,0.585877,-0.378308,-0.535168,0.208376,-0.182427,0.49621,0.10268,-0.287422,-0.620855,0.491813,-3.368496,7.587051,13.439675,-10.48879,-11.723108,4.553667,1.306085,10.369237,-1.123155,-8.011759,-13.415148,10.87474,-0.214308,0.344433,0.35718,-0.292166,-0.292166,0.239899,871.233704,90.893448,-1044.656494,-630.577148,-264.297821,457.171234,0.513686,12.506859,7.99367,2.668037,-1.587143,10.837045,101,D,5.249251,2,15,-1,1,1,0.467,0.391,2.01,0,898.315,531.168,731.055,496.441,0.026067
-0.480926,-0.63642,0.317854,0.256516,0.428711,0.114265,0,0,0,0,0,1,0.350244,0.717561,-0.371863,-0.032206,-0.294156,-0.369579,-1.116959,-7.279252,-7.245006,0.170028,-0.092053,15.563241,6.788212,11.245614,-7.081012,-9.695859,1.463911,-2.720866,0.379392,0.435614,-0.32363,0.01181,-0.292153,-0.237715,-402.112335,119.686058,-43.527775,-211.839035,287.994659,478.255035,8.599794,8.339134,10.462613,5.254737,5.909989,1.603723,99,G,11.956992,1,18,0,2,0,0.889,0.881,1.15,0.38,762.022,551.923,493.313,366.924,0.048944
0.354081,0.278858,0.125291,-0.603673,-0.527168,0.372612,0,0,0,0,0,1,0.258661,0.425147,0.227434,-0.604547,-0.532893,0.226198,0.901389,-6.490052,2.562233,14.806635,1.111815,-12.892021,-6.956484,-11.622032,-2.923037,3.305218,3.305218,14.891117,-0.292153,-0.32363,0.01181,0.379392,0.435614,-0.237715,2496.337646,-994.73877,-2120.116699,186.880951,186.880951,1369.563843,4.360266,9.480587,9.514191,12.182244,12.182244,-1.132739,101,D,5.512576,2,12,0,4,2,0.5,0.41,-3.97,0,353.179,187.591,318.016,204.805,0.034167
-0.288674,-0.288675,0.576315,-0.288675,-0.288675,0.578384,0.02099,0.02099,0.998898,0.02099,0.02099,0.02099,-0.254211,-0.282623,0.576083,-0.315367,-0.301288,0.577407,-1.700287,12.206543,-10.916267,-0.480863,11.807142,-10.916267,-7.33427,-13.071227,5.749329,-3.619812,6.517399,11.758581,-0.036959,-0.279541,0.475695,-0.250202,-0.16861,0.475695,76.170341,-145.034332,137.143494,-84.030243,-30.12215,22.221178,7.31843,10.398765,0.914173,10.542056,10.574947,0.914173,97,G,5.211668,1,5,-1,1,0,0.6,0.424,-0.59,0,165.298,84.627,141.888,84.96,0.0848
0.288683,-0.576486,-0.578213,0.287803,0.28953,0.288683,0.298585,-0.487141,-0.487141,0.46682,0.46682,-0.019796,-0.288303,0.577181,0.577519,-0.288878,-0.289214,-0.288305,14.405214,-12.15335,-12.15335,-2.21427,-2.21427,14.330028,9.956902,-6.49784,-2.203141,-10.058564,-5.763864,14.566507,0.475695,-0.279541,-0.250202,-0.036959,-0.16861,0.475695,628.127258,1613.193237,2724.937012,-509.436554,-509.436554,-1834.723877,-0.043712,11.60795,11.60795,11.146279,11.146279,-0.630228,101,G,5.324307,1,8,-1,3,1,0.625,0.551,-2.27,0,112.593,78.694,71.501,40.858,0.068875
0.544073,-0.15883,-0.437997,0.542121,-0.436101,-0.053265,0,0,0,0,0,1,0.409277,-0.230487,-0.483719,0.408756,-0.483719,0.379892,4.516219,-5.461213,-1.076286,-11.118536,-1.076286,14.216102,4.760244,-10.702239,4.249369,1.108761,7.900853,-7.316988,0.480616,-0.226118,-0.045249,0.480616,-0.24205,-0.226118,-206.963333,-221.198593,-198.137527,-238.656845,-230.098373,-214.892075,9.021216,10.294947,6.425094,9.021216,6.425094,2.600089,97,R,4.492067,1,9,0,2,0,0.556,0.519,-1.04,0,293.294,158.428,259.864,175.058,0.057667
0.218608,-0.60262,0.33634,0.328335,0.265097,-0.54576,0,-0,0,0,-0,1,-0.220305,0.630749,-0.350122,-0.350011,-0.220237,0.509925,-6.620329,15.098565,0.861722,-7.702963,-14.942032,13.305036,-7.12887,-4.705736,5.966331,5.966331,13.581046,-13.679102,-0.076695,0.479544,-0.124796,-0.235891,-0.301804,0.492227,277.462921,-138.001556,13.493554,411.471161,147.503738,562.958923,5.059252,12.86101,10.708878,10.708878,5.200019,6.883279,101,D,5.170854,2,11,-2,2,0,0.909,0.886,0.57,0.52,314.911,225.353,232.267,180.578,0.080545
-0.120382,-0.188682,-0.379576,0.566429,-0.427525,0.549736,-0.191926,-0.201303,-0.195096,-0.120977,-0.201401,0.910704,-0.252035,-0.272418,-0.308575,0.574652,-0.319946,0.578323,-0.729478,-1.401265,-13.165217,13.659048,-11.998959,13.635871,6.431098,-0.000517,12.384951,-9.31382,4.09836,-13.600071,0.021288,-0.208669,-0.208669,0.460896,-0.305938,0.460896,913.637329,-269.668884,-651.375732,100.481247,482.17804,-1082.889893,8.1714,7.801118,9.688295,-0.456662,11.302811,-0.031462,98,L,6.540203,1,10,-1,1,0,0.6,0.418,0.38,0,160.16,94.91,137.851,93.177,0.0418
-0.283356,0.56547,-0.29412,-0.282907,-0.294089,0.589001,-0.156239,-0.754571,-0.149901,-0.086524,-0.149901,0.594799,-0.279146,0.564873,-0.301218,-0.276762,-0.297134,0.589387,-3.221799,13.880402,-11.586037,-2.580138,-11.586037,15.093609,-11.738765,13.300539,-0.149393,6.438172,-0.149393,-7.70116,-0.141582,0.458809,-0.22566,0.027089,-0.22566,0.502271,-68.831421,-87.253395,-15.672985,-108.44976,-51.108742,-34.117233,6.71624,-3.322073,12.662905,8.358231,12.662905,-3.361274,99,Y,6.757412,1,10,-1,3,1,0.6,0.667,0.17,0.59,441.319,297.389,323.776,225.128,0.0667
-0.232913,-0.528064,0.533636,0.522942,-0.328042,0.032441,-0.480247,0.495254,-0.438319,-0.438319,-0.373951,0,-0.25413,-0.291311,0.555839,0.579501,-0.168877,-0.421021,2.391325,-8.585988,-1.435362,3.405944,-12.640184,16.864265,5.444932,1.505057,-5.256939,-5.256939,-11.062546,14.626435,-0.053517,0.416845,-0.199382,-0.319051,0.447458,-0.267603,82.127792,49.5242,-22.066574,115.741127,153.701309,15.918291,7.143884,8.571636,11.310259,11.310259,10.789637,0.251328,101,D,4.921011,2,12,1,3,1,0.5,0.514,0.91,0,573.86,298.438,516.902,305.899,0.042833
-0.539161,0.364324,-0.569566,0.143317,0.460194,0.140891,-0.132466,0.379988,-0.132466,0.046551,0.85621,0.291979,-0.540109,0.163648,-0.538571,0.343219,0.520597,0.051216,-5.075902,1.517187,12.126602,-7.515057,-2.35345,1.300619,-7.631257,8.192112,-7.631257,6.179029,-0.952243,1.843617,0.435614,-0.292153,0.379392,-0.237715,-0.32363,0.01181,418.948639,-719.551575,418.948639,1744.875366,-2817.569092,-1705.475708,8.516919,10.623051,8.516919,9.675784,10.783501,6.560808,99,S,5.803022,1,10,0,2,1,0.5,0.278,-2.97,0.24,321.879,173.431,274.789,162.709,0.0278
0.376051,-0.523226,-0.505948,0.403845,-0.134856,0.384134,0,0,0,0,0,1,-0.310764,0.572375,0.572332,-0.312931,-0.345932,-0.175081,-0.934744,-11.366384,4.42056,5.865481,-12.697092,14.71218,2.487768,-9.129449,4.83475,-6.796011,11.749581,-3.146639,0.158114,-0.316228,-0.158114,0.316228,-0.474342,0.474342,-255.992599,-181.646866,-321.785797,-525.719421,-385.600922,-451.386383,6.63385,11.829139,11.829139,9.836695,9.537276,2.353043,101,D,5.651812,1,9,-2,2,0,0.667,0.569,-0.12,0.52,286.018,178.192,228.029,169.458,0.063222
-0.156888,-0.26817,-0.294509,-0.413595,0.523885,0.609277,0.160859,0.157146,0.217444,0.148326,-0.910382,0.226607,-0.278876,-0.290531,-0.278022,-0.306759,0.563889,0.590299,1.444386,1.858105,14.159201,8.216903,-12.318323,-13.360272,5.477344,-9.608898,12.283865,-8.57885,2.483273,-2.056734,-0.132704,-0.132704,-0.22985,-0.22985,0.495259,0.495259,-327.94693,24.181847,-145.035797,121.140724,-61.753536,-230.904068,9.620252,9.385981,8.647766,9.699608,1.232864,1.001603,99,Y,6.683709,2,13,-1,3,1,0.385,0.179,-0.12,0.52,477.926,257.123,394.491,247.858,0.013769
0.473874,-0.355771,0.170555,-0.466582,0.528425,-0.350501,-0.419077,0.290152,-0.003609,0.356696,-0.727154,0.290152,-0.487245,0.362752,-0.119046,0.454046,-0.546001,0.335494,8.57745,-6.392198,1.065749,-8.246713,13.179676,-8.183964,2.663473,-7.746307,9.302267,5.216657,-1.689783,-7.746307,0.43998,-0.212877,0.146078,-0.273855,0.43998,-0.212877,-274.570038,-223.535736,-300.483307,-194.24942,-329.706055,-249.441101,1.348056,11.509587,5.443591,12.743119,-1.07871,11.509587,101,D,4.861278,2,17,-1,1,0,0.412,0.22,2.78,0,642.395,426.435,400.409,315.14,0.012941
