1,2,3,4,5,tip_pos,protrusion,length,total_charge,nr_charged,Happiness_mean,Nr_sad,identity,similarity,Hydropathy,Hydropathy_diff,Access,Relacc,Scacc,Screlacc,Access_avg,Relacc_avg,Scacc_avg,Screlacc_avg,simlength,local_CA_nom
1.0,0.4166666666666667,0.0,0.0,0.0,101,5.6518120000000005,9,-2,2,0.919,0,0.667,0.569,-0.12,0.52,286.018,178.192,228.029,169.458,31.779778000000004,19.799111,25.336556,18.828667000000006,0.063222,>1<2
1.0,1.0,0.3333333333333333,0.0,0.0,98,6.267106,11,0,0,0.937,0,0.727,0.7140000000000001,0.24,0.0,539.992,326.582,406.766,274.085,49.090182,29.689273,36.978727,24.916818,0.06490900000000001,>2<3
1.0,1.0,0.75,0.0,0.0,101,5.122732,8,-1,1,0.836,0,0.5,0.36,1.74,0.7,346.717,208.159,274.87,193.882,43.339625,26.019875,34.35875,24.23525,0.045,>2<3
1.0,0.8333333333333334,0.0,0.0,0.0,99,10.956367,16,1,3,0.882,0,0.938,0.851,0.46,0.0,717.005,567.7090000000002,370.92800000000005,278.868,44.812812,35.481813,23.183000000000003,17.42925,0.053187,>1<2
1.0,0.5,0.0,0.0,0.0,101,5.4013300000000015,10,-1,1,0.855,0,0.6,0.475,0.26,0.0,448.358,295.071,379.736,281.494,44.8358,29.5071,37.9736,28.1494,0.0475,>1<2
1.0,1.0,0.6666666666666666,0.0,0.0,98,7.238701,6,0,2,0.812,0,0.667,0.5,-1.99,0.0,339.79,217.525,205.825,112.038,56.63166700000001,36.254167,34.304167,18.673,0.083333,>2<3
0.375,0.0,0.0,0.0,0.0,99,7.669583999999999,24,4,6,0.7759999999999999,3,0.917,0.912,-2.56,0.0,1483.195,825.203,1209.417,804.395,61.799792,34.383458000000005,50.392375,33.516458,0.038,>0<1
1.0,1.0,0.5,0.0,0.0,99,8.017097999999999,12,1,3,0.8759999999999999,1,0.583,0.522,-2.55,0.0,463.574,289.353,399.787,314.552,38.631167,24.11275,33.315583000000004,26.212667,0.0435,>2<3
1.0,1.0,0.5,0.08333333333333333,0.0,101,5.323487999999998,15,1,5,0.85,1,0.333,0.071,-1.64,0.52,716.9689999999998,433.202,573.76,418.354,47.797933,28.880133,38.250667,27.890267,0.004733,>2<3
1.0,1.0,0.9166666666666666,0.0,0.0,97,4.812881,14,-1,3,0.8859999999999999,1,0.5710000000000001,0.519,-0.82,0.0,530.181,329.976,466.657,357.081,37.870071,23.569714,33.332643,25.505786,0.037071,>2<3
0.5,0.0,0.0,0.0,0.0,99,12.259554,14,1,3,0.8959999999999999,0,0.929,0.885,-0.3,0.0,537.3240000000002,403.616,309.795,254.079,38.380286,28.829714000000006,22.128214,18.1485,0.06321399999999999,>0<1
0.0,0.0,0.0,0.0,0.0,101,5.358936,13,1,3,0.863,0,0.769,0.7859999999999999,-0.77,0.38,313.03,193.846,259.202,193.88,24.079231,14.911231,19.938615,14.913846,0.060462,>0<1
1.0,1.0,1.0,0.5833333333333334,0.0,99,5.179662,18,-1,1,0.913,0,0.389,0.374,0.88,0.0,621.806,437.271,410.739,306.392,34.544778,24.292833,22.818833,17.021778,0.020778,>3<4
1.0,0.6666666666666666,0.0,0.0,0.0,98,6.596533999999999,10,0,2,0.833,1,0.5,0.271,-1.07,0.0,459.468,286.064,303.446,236.856,45.9468,28.6064,30.3446,23.6856,0.0271,>1<2
1.0,1.0,0.8333333333333334,0.08333333333333333,0.0,101,4.861278,17,-1,1,0.867,0,0.412,0.22,2.78,0.0,642.395,426.435,400.409,315.14,37.787941,25.084412,23.553471,18.537647,0.012941,>2<3
0.125,0.0,0.0,0.0,0.0,98,6.233427,21,1,5,0.7879999999999999,3,0.7140000000000001,0.7020000000000001,-0.89,0.0,913.18,474.419,896.045,568.307,43.484762,22.591381,42.66881,27.062238,0.033429,>0<1
1.0,0.75,0.0,0.0,0.0,98,6.0377220000000005,9,-1,1,0.893,0,0.667,0.708,0.04,0.0,239.765,166.417,158.778,98.068,26.640556,18.490778,17.642,10.896444,0.078667,>1<2
1.0,1.0,0.3333333333333333,0.0,0.0,101,5.029012000000002,12,0,2,0.8809999999999999,1,0.333,0.081,-0.1,0.7,195.715,123.526,148.237,115.716,16.309583,10.293833,12.353083,9.643,0.00675,>2<3
1.0,1.0,1.0,1.0,0.18181818181818182,99,6.520969999999998,20,0,4,0.8370000000000001,0,0.2,-0.073,-2.74,0.46,1153.365,689.847,886.677,653.109,57.66825,34.49235,44.33385,32.65545,-0.00365,>4<50
1.0,1.0,0.75,0.0,0.0,98,5.884905000000002,12,-1,1,0.923,0,0.417,0.258,2.24,0.0,297.148,188.875,254.295,202.507,24.762333,15.739582999999998,21.19125,16.875583,0.0215,>2<3
1.0,0.5,0.0,0.0,0.0,101,5.4782129999999984,11,-1,3,0.823,1,0.455,0.233,-0.99,0.0,412.63,257.256,368.848,289.563,37.511818,23.386909,33.531636,26.323909000000004,0.021182,>1<2
0.375,0.0,0.0,0.0,0.0,97,4.492067,9,0,2,0.903,0,0.556,0.519,-1.04,0.0,293.2940000000001,158.428,259.86400000000003,175.058,32.588221999999995,17.603111,28.873778,19.450889,0.057667,>0<1
0.875,0.08333333333333333,0.0,0.0,0.0,98,4.946828,7,0,0,0.945,0,0.7140000000000001,0.6579999999999999,2.04,0.0,312.2920000000001,160.446,265.731,163.22299999999996,44.613143,22.920857,37.961571,23.317571,0.094,>0<1
1.0,1.0,0.4166666666666667,0.0,0.0,99,8.082489,11,-1,3,0.872,1,0.636,0.578,-2.89,1.16,388.302,253.204,300.37,226.886,35.300182,23.018545,27.306364,20.626,0.052545,>2<3
0.125,0.0,0.0,0.0,0.0,99,6.548707,24,3,5,0.779,3,0.917,0.912,-0.18,0.0,1415.483,834.352,1157.846,840.442,58.978458,34.764667,48.243583,35.018417,0.038,>0<1
1.0,0.5833333333333334,0.08333333333333333,0.0,0.0,101,5.201897,12,-2,4,0.863,0,0.583,0.589,-2.57,0.0,192.531,121.422,173.359,145.839,16.04425,10.1185,14.446583,12.15325,0.049083,>1<2
1.0,0.08333333333333333,0.0,0.0,0.0,99,6.053565,10,-1,3,0.825,0,0.6,0.667,0.17,0.59,330.689,219.243,221.134,157.944,33.0689,21.9243,22.1134,15.7944,0.0667,>1<2
1.0,0.5833333333333334,0.0,0.0,0.0,99,4.693234,9,0,0,0.8959999999999999,0,0.333,0.13699999999999998,-0.29,0.0,304.946,178.278,271.661,196.739,33.882889,19.808667,30.184556,21.859889000000006,0.015222,>1<2
0.0,0.0,0.0,0.0,0.0,101,5.0392220000000005,11,-3,3,0.882,0,0.909,0.97,-0.17,0.0,272.704,174.238,203.177,139.20600000000002,24.791273,15.839818,18.470636,12.655091,0.08818200000000001,>0<1
1.0,0.5,0.0,0.0,0.0,99,7.84815,11,-3,3,0.857,0,0.455,0.359,-0.39,0.59,366.884,241.552,278.288,212.846,33.353091,21.959273,25.298909,19.349636,0.032636,>1<2
1.0,1.0,1.0,0.4166666666666667,0.0,99,8.607550999999999,16,-3,5,0.884,0,0.312,0.237,-1.7,0.52,650.568,471.271,609.048,616.192,40.6605,29.454437,38.0655,38.512,0.014812,>3<4
1.0,0.75,0.0,0.0,0.0,99,5.631398,8,-1,1,0.934,0,0.5,0.404,1.99,0.0,102.576,57.99800000000001,58.346,34.878,12.822,7.24975,7.29325,4.35975,0.0505,>2<3
1.0,1.0,0.3333333333333333,0.0,0.0,101,4.921715,11,-1,3,0.884,0,0.636,0.603,-2.21,0.0,635.623,345.316,585.807,394.604,57.783909,31.392364,53.255182,35.87309099999999,0.054817999999999985,>2<3
1.0,1.0,0.5833333333333334,0.0,0.0,98,6.172457,15,-1,5,0.826,1,0.467,0.43,-4.49,0.0,496.984,277.98900000000003,409.055,283.121,33.132267,18.5326,27.270333,18.874733,0.028667,>2<3
1.0,0.9166666666666666,0.0,0.0,0.0,98,7.957223,6,1,3,0.83,0,0.333,0.105,-2.26,0.62,278.257,197.618,267.999,294.282,46.376167,32.936333000000005,44.6665,49.047,0.0175,>1<2
0.0,0.0,0.0,0.0,0.0,101,4.701643,4,0,2,0.821,0,0.5,0.333,-1.16,0.0,77.152,39.545,65.509,38.662,19.288,9.88625,16.37725,9.6655,0.08325,>0<1
1.0,0.0,0.0,0.0,0.0,97,5.039756,6,0,2,0.923,0,0.5,0.429,0.0,0.07,314.159,213.98,220.216,172.418,52.359833,35.663333,36.702667,28.736333,0.0715,>1<2
1.0,1.0,0.9166666666666666,0.0,0.0,99,8.304089,14,1,3,0.916,0,0.5710000000000001,0.494,-1.0,0.0,715.572,422.334,544.977,369.978,51.112286,30.166714,38.926929,26.427,0.035286,>2<3
1.0,0.8333333333333334,0.0,0.0,0.0,98,6.719019,8,-1,1,0.938,0,0.875,0.7,0.1,0.0,295.198,175.91099999999997,271.811,201.182,36.89975,21.988875,33.976375,25.14775,0.0875,>1<2
1.0,1.0,0.08333333333333333,0.0,0.0,101,5.083038,6,-1,1,0.914,0,0.833,0.7879999999999999,0.37,0.0,304.743,167.873,243.232,161.326,50.7905,27.978833,40.538667,26.887667,0.131333,>2<3
1.0,0.6666666666666666,0.0,0.0,0.0,99,5.479171,10,-2,2,0.8690000000000001,0,0.5,0.388,-0.27,0.24,391.295,228.872,324.1090000000001,249.037,39.1295,22.8872,32.4109,24.9037,0.0388,>1<2
0.875,0.9166666666666666,0.3333333333333333,0.0,0.0,99,7.3860990000000015,10,0,0,0.98,0,0.8,0.7240000000000001,2.2,0.0,233.101,127.164,211.097,135.26,23.3101,12.7164,21.1097,13.526,0.0724,>2<3
1.0,1.0,0.3333333333333333,0.0,0.0,98,5.763995,12,2,2,0.88,1,0.583,0.603,-0.45,0.0,572.345,332.021,470.185,293.09,47.695417,27.668417,39.182083,24.424167,0.05025,>2<3
1.0,1.0,1.0,1.0,1.0,99,5.678266000000002,19,-2,4,0.835,1,0.316,0.131,-2.73,0.0,378.408,251.626,300.5440000000001,261.867,19.916211,13.243474,15.818105,13.782474,0.006895,>4<50
1.0,1.0,1.0,0.0,0.0,101,5.672839,10,0,2,0.821,1,0.6,0.6,-3.08,0.0,352.249,223.229,273.523,183.231,35.2249,22.3229,27.3523,18.3231,0.06,>3<4
1.0,0.25,0.0,0.0,0.0,99,6.028219,9,2,4,0.807,1,0.556,0.392,-2.3,0.0,173.403,92.529,152.86700000000005,98.092,19.267,10.281,16.985222,10.899111,0.043556,>1<2
1.0,1.0,0.08333333333333333,0.0,0.0,98,5.225363,12,-1,3,0.8490000000000001,1,0.417,0.247,-2.02,0.19,300.366,196.845,270.981,202.052,25.0305,16.40375,22.58175,16.837667,0.020583,>2<3
0.5,0.25,0.0,0.0,0.0,101,3.948114,10,-2,2,0.944,0,0.7,0.5670000000000001,0.91,0.0,246.331,158.137,198.83900000000003,160.07,24.6331,15.8137,19.8839,16.007,0.0567,>0<1
0.0,0.0,0.0,0.0,0.0,98,7.032483,10,-1,1,0.94,0,0.9,0.925,-0.16,0.0,365.869,233.224,311.039,258.463,36.5869,23.3224,31.1039,25.8463,0.0925,>0<1
1.0,1.0,0.75,0.0,0.0,101,5.145441,13,2,4,0.809,1,0.385,0.151,0.16,0.0,301.68,176.959,299.605,224.241,23.206154,13.612231,23.046538,17.249308,0.011615,>2<3
1.0,1.0,1.0,1.0,0.7272727272727273,101,5.164018,19,0,4,0.8320000000000001,2,0.474,0.297,-3.35,0.0,854.676,587.951,580.922,396.535,44.982947,30.944789,30.574842,20.870263,0.015632,>4<50
0.0,0.0,0.0,0.0,0.0,101,5.418213,15,-1,1,0.8490000000000001,1,0.867,0.8809999999999999,2.34,0.0,705.86,412.53,609.247,455.37,47.057333,27.502,40.616467,30.358,0.058733000000000014,>0<1
1.0,1.0,0.5833333333333334,0.0,0.0,99,5.523461,11,-1,1,0.88,0,0.636,0.5329999999999999,0.18,1.78,355.559,203.327,318.949,226.405,32.323545,18.484273,28.995364,20.582273,0.048455,>2<3
1.0,1.0,0.08333333333333333,0.0,0.0,99,7.09276,10,0,2,0.825,1,0.7,0.603,-0.9,0.0,504.771,311.249,340.612,224.208,50.4771,31.1249,34.0612,22.4208,0.0603,>2<3
1.0,0.9166666666666666,0.0,0.0,0.0,99,6.078992,8,-1,1,0.773,1,0.625,0.48,0.67,0.0,585.321,350.8180000000001,479.769,315.92,73.165125,43.85225,59.971125,39.49,0.06,>1<2
1.0,0.8333333333333334,0.0,0.0,0.0,101,4.320039,4,1,1,0.8440000000000001,0,0.25,0.045,-1.97,0.05,233.391,147.006,171.31900000000005,118.669,58.34775,36.7515,42.82975,29.66725,0.01125,>1<2
1.0,0.6666666666666666,0.0,0.0,0.0,101,4.320274,9,-1,1,0.939,0,0.556,0.424,0.24,0.0,315.06,163.471,300.19,189.728,35.006667,18.163444,33.354444,21.080889000000006,0.047111,>1<2
0.875,0.08333333333333333,0.0,0.0,0.0,101,4.572062,12,3,3,0.8859999999999999,0,0.417,0.423,1.26,0.0,307.035,211.587,207.171,157.442,25.58625,17.63225,17.26425,13.120167000000002,0.03525,>0<1
1.0,0.5,0.0,0.0,0.0,101,4.783733,13,0,2,0.818,1,0.846,0.8170000000000001,-1.26,0.62,613.952,384.176,480.44,324.395,47.227077,29.552,36.956923,24.953462,0.062846,>1<2
0.0,0.0,0.0,0.0,0.0,99,6.638071000000001,10,0,2,0.775,2,0.9,0.885,-0.57,0.0,484.777,277.985,414.694,297.767,48.4777,27.7985,41.4694,29.7767,0.0885,>0<1
1.0,0.3333333333333333,0.0,0.0,0.0,99,5.763258,7,-1,1,0.916,0,0.857,0.857,-0.5,0.0,261.643,126.071,248.139,143.002,37.377571,18.010143,35.448429,20.428857,0.122429,>1<2
1.0,1.0,1.0,0.75,0.0,101,4.873501,16,1,3,0.919,0,0.438,0.311,-0.28,0.0,409.612,268.058,307.405,234.049,25.60075,16.753625,19.212812,14.628063,0.019437,>3<4
1.0,0.6666666666666666,0.0,0.0,0.0,97,5.974787,7,-1,1,0.92,0,0.7140000000000001,0.6409999999999999,0.22,0.0,136.6,102.977,87.197,66.73899999999999,19.514286,14.711,12.456714,9.534142999999998,0.091571,>1<2
1.0,0.8333333333333334,0.0,0.0,0.0,101,6.515749,5,-1,1,0.926,0,0.6,0.424,0.51,0.07,176.761,132.004,91.047,77.999,35.3522,26.4008,18.2094,15.5998,0.0848,>1<2
1.0,1.0,0.9166666666666666,0.0,0.0,100,5.28575,12,-1,3,0.787,2,0.5,0.269,-1.05,0.52,672.153,439.231,487.792,399.273,56.01275,36.602583,40.649333,33.27275,0.022417,>2<3
1.0,0.3333333333333333,0.0,0.0,0.0,98,5.373964,7,-1,3,0.83,0,0.857,0.8,-0.74,0.0,275.37,201.993,170.726,130.442,39.338571,28.856143,24.389429,18.634571,0.11428599999999997,>1<2
1.0,1.0,0.8333333333333334,0.0,0.0,99,6.163741,13,-1,3,0.8,2,0.462,0.275,0.66,0.52,569.519,309.383,456.179,280.748,43.809154,23.798692000000006,35.090692,21.596,0.021154,>2<3
0.0,0.0,0.0,0.0,0.0,101,4.57019,12,-2,4,0.823,0,0.917,0.934,-4.01,0.0,358.7530000000001,242.012,299.605,273.16200000000003,29.896083,20.167667,24.967083,22.7635,0.077833,>0<1
1.0,1.0,1.0,1.0,0.9090909090909091,101,4.284338,19,0,4,0.815,2,0.316,0.165,-2.85,0.38,1028.009,566.144,827.2410000000001,522.7230000000002,54.105737,29.797053,43.539,27.511737,0.008684,>4<50
0.875,0.0,0.0,0.0,0.0,99,7.7020300000000015,10,0,4,0.782,2,0.9,0.8390000000000001,-5.55,0.0,585.0219999999998,371.952,425.857,335.842,58.5022,37.1952,42.5857,33.5842,0.0839,>0<1
1.0,1.0,1.0,1.0,0.09090909090909091,97,6.535658,17,-2,4,0.8420000000000001,1,0.353,0.08900000000000001,-4.32,0.05,299.773,192.36900000000003,204.557,145.016,17.633706,11.315824,12.032765,8.530353,0.005235,>4<50
1.0,1.0,0.5,0.0,0.0,99,8.522464,12,1,3,0.877,1,0.583,0.522,-2.55,0.0,457.311,283.205,403.272,315.963,38.10925,23.600417,33.606,26.33025,0.0435,>2<3
0.0,0.0,0.0,0.0,0.0,99,8.443325999999999,16,0,6,0.836,0,0.938,0.942,-4.69,0.0,728.3739999999998,422.554,595.344,430.852,45.523375,26.409625,37.209,26.92825,0.058875,>0<1
1.0,1.0,1.0,1.0,0.36363636363636365,99,9.843929,14,-4,6,0.7759999999999999,2,0.35700000000000004,0.133,-5.46,0.36,720.413,497.604,0.0,0.0,51.458071,35.543143,0.0,0.0,0.0095,>4<50
1.0,1.0,1.0,0.9166666666666666,0.0,98,8.067912,12,-1,1,0.935,0,0.583,0.493,1.17,0.0,633.97,342.482,503.533,312.081,52.830833,28.540167,41.961083,26.00675,0.041083,>3<4
1.0,1.0,1.0,1.0,0.36363636363636365,99,9.143819,17,-2,4,0.855,1,0.294,0.21600000000000005,-3.1,0.52,662.9889999999998,423.511,527.991,395.767,38.999353,24.912412,31.058294,23.280412,0.012706,>4<50
1.0,0.75,0.0,0.0,0.0,99,6.598903,13,0,2,0.909,0,0.5379999999999999,0.402,-0.1,0.0,518.866,381.134,363.204,278.253,39.912769,29.318,27.938769,21.404077,0.030923000000000006,>1<2
1.0,1.0,1.0,0.3333333333333333,0.0,99,6.463947,14,-2,4,0.8140000000000001,2,0.35700000000000004,0.212,-2.72,1.78,753.6360000000002,439.136,602.755,416.028,53.831143,31.366857,43.053929,29.716286,0.015143,>3<4
1.0,1.0,0.5,0.0,0.0,99,5.726963,13,-1,1,0.893,0,0.462,0.278,1.58,0.0,345.352,220.657,269.204,221.503,26.565538,16.973615,20.708,17.038692,0.021385,>2<3
0.875,0.0,0.0,0.0,0.0,101,5.675288,12,1,3,0.843,1,0.917,0.953,-2.06,0.0,730.9680000000002,406.964,549.729,387.028,60.914,33.913667,45.81075,32.252333,0.079417,>0<1
1.0,1.0,0.9166666666666666,0.25,0.0,101,5.512576,12,0,4,0.794,2,0.5,0.41,-3.97,0.0,353.1790000000001,187.591,318.016,204.805,29.431583000000003,15.632583,26.501333,17.067083,0.034167,>3<4
0.0,0.0,0.0,0.0,0.0,99,8.789227,13,1,3,0.8809999999999999,1,0.923,0.926,-0.81,0.0,684.937,371.027,567.424,375.347,52.687462,28.540538,43.648,28.872846000000006,0.07123099999999999,>0<1
0.0,0.0,0.0,0.0,0.0,101,6.449015,5,-2,2,0.889,0,0.8,0.778,-0.89,0.0,248.297,146.304,183.197,132.689,49.6594,29.2608,36.6394,26.5378,0.1556,>0<1
0.375,0.0,0.0,0.0,0.0,101,5.991346,6,-2,2,0.804,1,0.5,0.5,-1.71,0.24,60.882,44.988,37.925,40.399,10.147,7.497999999999998,6.320833,6.733167,0.083333,>0<1
1.0,1.0,0.3333333333333333,0.0,0.0,100,7.1202,15,1,3,0.901,0,0.6,0.438,-1.89,0.0,866.6289999999998,469.038,714.413,479.655,57.77526700000001,31.2692,47.627533,31.977,0.0292,>2<3
1.0,1.0,0.4166666666666667,0.0,0.0,98,6.511613,9,0,4,0.813,1,0.556,0.407,-1.99,0.0,366.482,197.275,319.267,210.925,40.720222,21.919444,35.474111,23.436111,0.045222000000000005,>2<3
1.0,1.0,1.0,0.4166666666666667,0.0,99,5.80531,13,-1,5,0.812,1,0.385,0.239,-1.95,0.0,290.9240000000001,174.58700000000005,239.825,178.205,22.378769,13.429769,18.448077,13.708077,0.018385,>3<4
1.0,1.0,0.3333333333333333,0.0,0.0,101,4.830618,14,-4,4,0.889,0,0.5,0.422,-2.32,0.0,368.971,249.631,292.335,244.893,26.355071,17.830786,20.881071,17.492357000000002,0.030143,>2<3
1.0,1.0,1.0,0.5,0.0,99,5.3963980000000005,19,-2,2,0.8640000000000001,0,0.316,0.235,2.49,0.28,436.249,289.365,327.434,276.012,22.960474,15.229737,17.233368,14.526947,0.012368,>3<4
1.0,1.0,0.3333333333333333,0.0,0.0,99,7.213641,10,0,0,0.94,0,0.8,0.7240000000000001,2.2,0.0,471.31,272.211,405.632,261.084,47.131,27.2211,40.5632,26.1084,0.0724,>2<3
1.0,0.8333333333333334,0.0,0.0,0.0,97,7.384041000000002,8,-2,2,0.872,0,0.625,0.568,-2.02,0.0,255.419,167.477,173.521,123.895,31.927375,20.934625,21.690125,15.486875,0.071,>1<2
1.0,1.0,0.08333333333333333,0.0,0.0,99,6.1050330000000015,11,0,2,0.821,1,0.455,0.18600000000000005,-2.1,0.05,168.447,109.0,168.447,133.16,15.313364000000002,9.909091,15.313364000000002,12.105455,0.016909,>2<3
1.0,1.0,1.0,0.4166666666666667,0.0,101,5.381287,17,-2,2,0.939,0,0.412,0.24,-0.32,0.0,472.784,252.997,393.31,249.256,27.810824,14.882176,23.135882,14.662118,0.014118,>3<4
0.0,0.0,0.0,0.0,0.0,100,7.040761,14,0,4,0.816,1,0.929,0.976,-0.41,0.0,736.176,424.332,618.318,448.156,52.584,30.309429,44.165571,32.011143,0.069714,>0<1
1.0,1.0,1.0,0.75,0.0,99,7.0499410000000005,15,-3,5,0.868,0,0.333,0.133,-2.8,0.0,603.012,362.881,463.447,356.045,40.2008,24.192067,30.896467,23.736333,0.008867,>3<4
0.0,0.0,0.0,0.0,0.0,99,6.501247,13,1,3,0.7709999999999999,2,0.846,0.867,-0.29,0.0,566.418,340.7530000000001,472.035,355.439,43.570615,26.211769,36.310385,27.341462,0.066692,>0<1
1.0,0.9166666666666666,0.3333333333333333,0.0,0.0,98,6.206283999999999,9,-2,2,0.8140000000000001,0,0.556,0.5589999999999999,-0.71,0.0,336.12,157.654,296.232,162.132,37.346667,17.517111,32.914667,18.014667000000006,0.062111,>2<3
0.0,0.0,0.0,0.0,0.0,98,6.861234,10,-1,1,0.94,0,0.9,0.925,-0.16,0.0,345.967,220.427,288.031,237.739,34.5967,22.0427,28.8031,23.7739,0.0925,>0<1
1.0,0.9166666666666666,0.0,0.0,0.0,102,4.009996,4,-2,2,0.851,0,0.5,0.4,-2.06,0.0,306.384,193.827,253.65,207.062,76.596,48.45675,63.4125,51.7655,0.1,>2<3
1.0,0.4166666666666667,0.0,0.0,0.0,97,6.377994,6,-1,3,0.843,0,0.333,0.059,-2.08,0.05,317.941,195.761,296.892,238.294,52.99016700000001,32.626833000000005,49.482,39.715667,0.009833,>1<2
1.0,0.5833333333333334,0.0,0.0,0.0,98,5.345383999999999,9,0,2,0.851,1,0.667,0.6920000000000001,-1.19,0.0,364.61800000000005,236.015,285.766,196.546,40.513111,26.223889,31.751778,21.838444,0.076889,>1<2
1.0,0.0,0.0,0.0,0.0,99,5.725123,8,-1,1,0.945,0,0.625,0.569,0.79,0.0,156.94,84.663,128.993,74.307,19.6175,10.582875,16.124125,9.288375,0.071125,>1<2
1.0,0.8333333333333334,0.0,0.0,0.0,101,6.230523000000002,9,-1,1,0.895,0,0.667,0.7040000000000001,2.05,0.59,143.65,81.99799999999998,120.241,81.17,15.961111,9.110889,13.360110999999998,9.018889,0.078222,>2<3
0.0,0.0,0.0,0.0,0.0,98,6.164981,17,0,4,0.917,1,0.882,0.901,-2.5,0.0,832.596,505.725,668.557,493.007,48.976235,29.748529,39.326882,29.000412,0.053,>0<1
1.0,1.0,0.16666666666666666,0.0,0.0,101,4.731346,12,-3,3,0.8340000000000001,0,0.417,0.314,-2.06,0.0,603.163,347.9980000000001,514.711,362.949,50.263583,28.999833,42.892583,30.24575,0.026167000000000003,>2<3
1.0,1.0,0.4166666666666667,0.0,0.0,98,7.867453,7,-1,1,0.877,0,0.429,0.206,-0.91,0.24,235.729,200.105,113.806,119.733,33.675571000000005,28.586429,16.258,17.104714,0.029429000000000007,>2<3
0.0,0.0,0.0,0.0,0.0,99,5.613995,8,0,2,0.863,0,0.75,0.865,0.09,0.59,411.003,207.087,378.854,220.469,51.375375,25.885875,47.35675,27.558625,0.108125,>0<1
1.0,0.25,0.0,0.0,0.0,99,5.4611480000000014,10,-1,1,0.913,0,0.5,0.32,2.13,0.52,159.954,100.15,130.029,103.806,15.9954,10.015,13.0029,10.3806,0.032,>1<2
1.0,1.0,0.5,0.0,0.0,101,5.0887970000000005,12,1,3,0.883,0,0.333,0.233,-0.65,0.32,165.226,106.083,125.055,98.97,13.768833,8.84025,10.42125,8.2475,0.019417,>2<3
1.0,0.8333333333333334,0.0,0.0,0.0,97,5.3326980000000015,6,-1,1,0.944,0,0.833,0.632,0.62,0.0,209.601,114.439,164.549,113.92,34.9335,19.073167,27.424833000000003,18.986667,0.105333,>1<2
1.0,1.0,1.0,1.0,0.8181818181818182,101,5.162314,17,2,8,0.713,4,0.412,0.255,-8.26,0.0,767.135,410.84,668.7610000000002,447.006,45.125588,24.167059,39.338882,26.294471,0.015,>4<50
1.0,1.0,0.8333333333333334,0.0,0.0,99,7.6046,12,-1,3,0.877,0,0.5,0.5,-2.29,0.0,927.44,517.437,761.573,528.352,77.28666700000002,43.11975,63.46441700000001,44.029333,0.041667,>2<3
1.0,0.25,0.0,0.0,0.0,99,6.436261,12,0,4,0.85,0,0.917,0.857,-2.94,0.0,456.556,259.248,382.596,274.001,38.046333,21.604,31.883000000000006,22.833417,0.071417,>1<2
0.0,0.0,0.0,0.0,0.0,101,6.305771,16,-1,5,0.784,3,0.812,0.747,-3.99,0.0,498.673,268.58,393.315,258.985,31.167063,16.78625,24.582188,16.186563,0.046687,>0<1
1.0,1.0,1.0,0.08333333333333333,0.0,99,7.21179,16,1,3,0.7829999999999999,3,0.312,0.118,-2.24,0.0,606.78,374.005,461.935,320.886,37.92375,23.375312,28.870938,20.055375,0.007375,>3<4
1.0,1.0,1.0,0.4166666666666667,0.0,101,4.6642480000000015,13,1,3,0.8240000000000001,1,0.5379999999999999,0.405,-1.75,0.0,410.379,197.135,343.353,204.375,31.567615000000004,15.164231,26.411769,15.721154,0.031154,>3<4
1.0,0.25,0.0,0.0,0.0,98,6.568098,10,0,2,0.8029999999999999,1,0.5,0.327,-1.45,0.0,482.271,289.985,381.929,267.517,48.2271,28.9985,38.1929,26.7517,0.0327,>1<2
1.0,1.0,0.5833333333333334,0.0,0.0,101,5.417006,10,-1,1,0.8640000000000001,0,0.4,0.246,-1.38,0.52,251.727,141.966,224.944,159.496,25.1727,14.1966,22.4944,15.9496,0.0246,>2<3
0.875,0.0,0.0,0.0,0.0,98,6.204809,8,-1,1,0.924,0,0.5,0.236,0.3,0.71,233.009,108.77,220.387,119.729,29.126125,13.59625,27.548375,14.966125,0.0295,>0<1
0.0,0.0,0.0,0.0,0.0,101,6.445099,5,-2,2,0.889,0,0.8,0.778,-0.89,0.0,231.163,137.645,163.381,119.736,46.2326,27.529,32.6762,23.9472,0.1556,>0<1
0.625,0.0,0.0,0.0,0.0,101,5.241283,7,-1,1,0.946,0,0.857,0.8,-0.22,0.0,172.61900000000003,85.296,149.372,85.023,24.659857,12.185143,21.338857,12.146143,0.11428599999999997,>0<1
1.0,1.0,0.5833333333333334,0.0,0.0,98,6.775842999999999,13,0,4,0.894,0,0.615,0.55,-1.39,0.0,267.454,153.234,208.939,124.947,20.573385,11.787231,16.072231,9.611308,0.042308,>2<3
0.0,0.0,0.0,0.0,0.0,101,3.230387,3,0,0,0.845,0,0.333,0.214,-0.17,0.71,95.094,62.975,70.205,61.539,31.698,20.991667,23.401667,20.513,0.07133300000000001,>0<1
1.0,1.0,0.5833333333333334,0.0,0.0,99,7.899658,14,-1,5,0.76,1,0.35700000000000004,0.181,-3.27,0.51,795.857,529.311,606.766,451.159,56.846929,37.807929,43.340429,32.225643,0.012929,>2<3
0.0,0.0,0.0,0.0,0.0,99,6.265487,18,-1,3,0.8540000000000001,1,0.889,0.873,-0.69,0.0,954.606,538.114,784.2560000000002,544.472,53.033667,29.895222,43.569778,30.248444,0.0485,>0<1
